timestamp,feature,label
1744692792138,0.1999969482421875,SELL_FAILURE
1744705375374,0.0500030517578125,BUY_FAILURE
1744705382351,0.089996337890625,BUY_SUCCESS
1744705382353,0.0699920654296875,BUY_SUCCESS
1744705382356,0.0800018310546875,BUY_SUCCESS
1744705384091,0.0500030517578125,BUY_FAILURE
1744705388198,0.0999908447265625,BUY_SUCCESS
1744705389603,0.0500030517578125,BUY_FAILURE
1744705393200,0.1399993896484375,SELL_FAILURE
1744705393201,0.0200042724609375,BUY_SUCCESS
1744705394809,0.0500030517578125,BUY_FAILURE
