timestamp,feature,label
1744692792130,0.0017410572966128522,SELL_FAILURE
1744705375372,4.757340923935074E-5,SELL_SUCCESS
1744705382350,2.222541774339555E-7,SELL_FAILURE
1744705382353,2.2222439508297415E-7,SELL_FAILURE
1744705382354,1.1110550645556325E-7,SELL_FAILURE
1744705382357,3.566312412966979E-5,SELL_FAILURE
1744705384089,4.784747922350619E-5,SELL_SUCCESS
1744705388197,2.221992616318536E-7,SELL_FAILURE
1744705388199,2.2219765703680537E-7,SELL_FAILURE
1744705389603,1.41543938635607E-7,SELL_SUCCESS
1744705393198,3.332799715067843E-7,SELL_FAILURE
1744705701689,3.8018990908391973E-6,SELL_SUCCESS
1744705707682,2.2088710691896833E-7,SELL_FAILURE
1744705707682,2.2088710691896833E-7,SELL_FAILURE
1744705707683,1.060199684193019E-5,SELL_FAILURE
1744705708905,1.407906379857365E-7,SELL_SUCCESS
1744705713004,4.196600576833793E-6,SELL_FAILURE
1744705713005,1.1042021184559323E-7,SELL_FAILURE
1744705713716,2.8153557384973715E-7,SELL_SUCCESS
1744705718735,3.312449443740365E-7,SELL_FAILURE
1744705718736,2.208291095165532E-6,SELL_FAILURE
1744705718797,2.8153299784922864E-7,SELL_SUCCESS
